"region","year","min_percent_canopy_density","loss_ha","gain_ha"
"Lima",2006,30,1,0.833333333333333
"Lima",2006,50,1,0.833333333333333
"Lima",2006,75,1,0.833333333333333
"Lima",2007,10,4,0.833333333333333
"Lima",2007,15,4,0.833333333333333
"Lima",2007,20,4,0.833333333333333
"Lima",2007,25,4,0.833333333333333
"Lima",2007,30,4,0.833333333333333
"Lima",2007,50,3,0.833333333333333
"Lima",2007,75,3,0.833333333333333
"Lima",2008,10,1,0.833333333333333
"Lima",2008,15,1,0.833333333333333
"Lima",2008,20,1,0.833333333333333
"Lima",2008,25,1,0.833333333333333
"Lima",2008,30,1,0.833333333333333
"Lima",2008,50,1,0.833333333333333
"Lima",2008,75,0,0.833333333333333
"Lima",2009,10,1,0.833333333333333
"Lima",2009,15,1,0.833333333333333
"Lima",2009,20,1,0.833333333333333
"Lima",2009,25,1,0.833333333333333
"Lima",2009,30,1,0.833333333333333
"Lima",2009,50,1,0.833333333333333
"Lima",2009,75,1,0.833333333333333
"Lima",2010,10,1,0.833333333333333
"Lima",2010,15,1,0.833333333333333
"Lima",2010,20,1,0.833333333333333
"Lima",2010,25,1,0.833333333333333
"Lima",2010,30,1,0.833333333333333
"Lima",2010,50,1,0.833333333333333
"Lima",2010,75,0,0.833333333333333
"Lima",2011,10,1,0.833333333333333
"Lima",2011,15,1,0.833333333333333
"Lima",2011,20,1,0.833333333333333
"Lima",2011,25,1,0.833333333333333
"Lima",2011,30,1,0.833333333333333
"Lima",2011,50,1,0.833333333333333
"Lima",2011,75,0,0.833333333333333
"Lima",2012,10,3,0.833333333333333
"Lima",2012,15,3,0.833333333333333
"Lima",2012,20,3,0.833333333333333
"Lima",2012,25,3,0.833333333333333
"Lima",2012,30,3,0.833333333333333
"Lima",2012,50,2,0.833333333333333
"Lima",2012,75,2,0.833333333333333
"Loreto",2000,10,0,0
"Loreto",2000,15,0,0
"Loreto",2000,20,0,0
"Loreto",2000,25,0,0
"Loreto",2000,30,0,0
"Loreto",2000,50,0,0
"Loreto",2000,75,0,0
"Loreto",2001,10,17301,5968.75
"Loreto",2001,15,17299,5968.75
"Loreto",2001,20,17297,5968.75
"Loreto",2001,25,17296,5968.75
"Loreto",2001,30,17293,5968.75
"Loreto",2001,50,17272,5968.75
"Loreto",2001,75,17183,5968.75
"Loreto",2002,10,14770,5968.75
"Loreto",2002,15,14769,5968.75
"Loreto",2002,20,14767,5968.75
"Loreto",2002,25,14766,5968.75
"Loreto",2002,30,14763,5968.75
"Loreto",2002,50,14737,5968.75
"Loreto",2002,75,14645,5968.75
"Loreto",2003,10,10496,5968.75
"Loreto",2003,15,10496,5968.75
"Loreto",2003,20,10494,5968.75
"Loreto",2003,25,10493,5968.75
"Loreto",2003,30,10492,5968.75
"Loreto",2003,50,10477,5968.75
"Loreto",2003,75,10411,5968.75
"Loreto",2004,10,23399,5968.75
"Loreto",2004,15,23397,5968.75
"Loreto",2004,20,23394,5968.75
"Loreto",2004,25,23392,5968.75
"Loreto",2004,30,23389,5968.75
"Loreto",2004,50,23358,5968.75
"Loreto",2004,75,23224,5968.75
"Loreto",2005,10,30387,5968.75
"Loreto",2005,15,30384,5968.75
"Loreto",2005,20,30380,5968.75
"Loreto",2005,25,30377,5968.75
"Loreto",2005,30,30371,5968.75
"Loreto",2005,50,30310,5968.75
"Loreto",2005,75,30071,5968.75
"Loreto",2006,10,17175,5968.75
"Loreto",2006,15,17173,5968.75
"Loreto",2006,20,17171,5968.75
"Loreto",2006,25,17169,5968.75
"Loreto",2006,30,17167,5968.75
"Loreto",2006,50,17143,5968.75
"Loreto",2006,75,17057,5968.75
"Loreto",2007,10,24346,5968.75
"Loreto",2007,15,24343,5968.75
"Loreto",2007,20,24340,5968.75
"Loreto",2007,25,24339,5968.75
"Loreto",2007,30,24336,5968.75
"Loreto",2007,50,24305,5968.75
"Loreto",2007,75,24180,5968.75
"Loreto",2008,10,31969,5968.75
"Loreto",2008,15,31967,5968.75
"Loreto",2008,20,31964,5968.75
"Loreto",2008,25,31962,5968.75
"Loreto",2008,30,31959,5968.75
"Loreto",2008,50,31926,5968.75
"Loreto",2008,75,31794,5968.75
"Loreto",2009,10,36030,5968.75
"Loreto",2009,15,36027,5968.75
"Loreto",2009,20,36024,5968.75
"Loreto",2009,25,36023,5968.75
"Loreto",2009,30,36020,5968.75
"Loreto",2009,50,35984,5968.75
"Loreto",2009,75,35835,5968.75
"Loreto",2010,10,31646,5968.75
"Loreto",2010,15,31643,5968.75
"Loreto",2010,20,31641,5968.75
"Loreto",2010,25,31638,5968.75
"Loreto",2010,30,31635,5968.75
"Loreto",2010,50,31585,5968.75
"Loreto",2010,75,31416,5968.75
"Loreto",2011,10,22613,5968.75
"Loreto",2011,15,22610,5968.75
"Loreto",2011,20,22607,5968.75
"Loreto",2011,25,22606,5968.75
"Loreto",2011,30,22603,5968.75
"Loreto",2011,50,22565,5968.75
"Loreto",2011,75,22422,5968.75
"Loreto",2012,10,50576,5968.75
"Loreto",2012,15,50569,5968.75
"Loreto",2012,20,50561,5968.75
"Loreto",2012,25,50556,5968.75
"Loreto",2012,30,50548,5968.75
"Loreto",2012,50,50458,5968.75
"Loreto",2012,75,50167,5968.75
"Madre de Dios",2000,10,0,0
"Madre de Dios",2000,15,0,0
"Madre de Dios",2000,20,0,0
"Madre de Dios",2000,25,0,0
"Madre de Dios",2000,30,0,0
"Madre de Dios",2000,50,0,0
"Madre de Dios",2000,75,0,0
"Madre de Dios",2001,10,7265,1094.08333333333
"Madre de Dios",2001,15,7263,1094.08333333333
"Madre de Dios",2001,20,7260,1094.08333333333
"Madre de Dios",2001,25,7259,1094.08333333333
"Madre de Dios",2001,30,7256,1094.08333333333
"Madre de Dios",2001,50,7222,1094.08333333333
"Madre de Dios",2001,75,7075,1094.08333333333
"Madre de Dios",2002,10,5839,1094.08333333333
"Madre de Dios",2002,15,5838,1094.08333333333
"Madre de Dios",2002,20,5835,1094.08333333333
"Madre de Dios",2002,25,5834,1094.08333333333
"Madre de Dios",2002,30,5832,1094.08333333333
"Madre de Dios",2002,50,5805,1094.08333333333
"Madre de Dios",2002,75,5705,1094.08333333333
"Madre de Dios",2003,10,5877,1094.08333333333
"Madre de Dios",2003,15,5876,1094.08333333333
"Madre de Dios",2003,20,5874,1094.08333333333
"Madre de Dios",2003,25,5873,1094.08333333333
"Madre de Dios",2003,30,5871,1094.08333333333
"Madre de Dios",2003,50,5847,1094.08333333333
"Madre de Dios",2003,75,5753,1094.08333333333
"Madre de Dios",2004,10,8463,1094.08333333333
"Madre de Dios",2004,15,8462,1094.08333333333
"Madre de Dios",2004,20,8460,1094.08333333333
"Madre de Dios",2004,25,8459,1094.08333333333
"Madre de Dios",2004,30,8457,1094.08333333333
"Madre de Dios",2004,50,8433,1094.08333333333
"Madre de Dios",2004,75,8340,1094.08333333333
"Madre de Dios",2005,10,9477,1094.08333333333
"Madre de Dios",2005,15,9475,1094.08333333333
"Madre de Dios",2005,20,9472,1094.08333333333
"Madre de Dios",2005,25,9471,1094.08333333333
"Madre de Dios",2005,30,9469,1094.08333333333
"Madre de Dios",2005,50,9434,1094.08333333333
"Madre de Dios",2005,75,9287,1094.08333333333
"Madre de Dios",2006,10,6116,1094.08333333333
"Madre de Dios",2006,15,6116,1094.08333333333
"Madre de Dios",2006,20,6114,1094.08333333333
"Madre de Dios",2006,25,6113,1094.08333333333
"Madre de Dios",2006,30,6113,1094.08333333333
"Madre de Dios",2006,50,6098,1094.08333333333
"Madre de Dios",2006,75,6043,1094.08333333333
"Madre de Dios",2007,10,8773,1094.08333333333
"Madre de Dios",2007,15,8772,1094.08333333333
"Madre de Dios",2007,20,8770,1094.08333333333
"Madre de Dios",2007,25,8769,1094.08333333333
"Madre de Dios",2007,30,8767,1094.08333333333
"Madre de Dios",2007,50,8741,1094.08333333333
"Madre de Dios",2007,75,8674,1094.08333333333
"Madre de Dios",2008,10,12317,1094.08333333333
"Madre de Dios",2008,15,12316,1094.08333333333
"Madre de Dios",2008,20,12314,1094.08333333333
"Madre de Dios",2008,25,12313,1094.08333333333
"Madre de Dios",2008,30,12310,1094.08333333333
"Madre de Dios",2008,50,12275,1094.08333333333
"Madre de Dios",2008,75,12174,1094.08333333333
"Madre de Dios",2009,10,6220,1094.08333333333
"Madre de Dios",2009,15,6219,1094.08333333333
"Madre de Dios",2009,20,6218,1094.08333333333
"Madre de Dios",2009,25,6218,1094.08333333333
"Madre de Dios",2009,30,6218,1094.08333333333
"Madre de Dios",2009,50,6206,1094.08333333333
"Madre de Dios",2009,75,6170,1094.08333333333
"Madre de Dios",2010,10,13121,1094.08333333333
"Madre de Dios",2010,15,13119,1094.08333333333
"Madre de Dios",2010,20,13117,1094.08333333333
"Madre de Dios",2010,25,13116,1094.08333333333
"Madre de Dios",2010,30,13114,1094.08333333333
"Madre de Dios",2010,50,13074,1094.08333333333
"Madre de Dios",2010,75,12957,1094.08333333333
"Madre de Dios",2011,10,10018,1094.08333333333
"Madre de Dios",2011,15,10017,1094.08333333333
"Madre de Dios",2011,20,10016,1094.08333333333
"Madre de Dios",2011,25,10015,1094.08333333333
"Madre de Dios",2011,30,10014,1094.08333333333
"Madre de Dios",2011,50,9995,1094.08333333333
"Madre de Dios",2011,75,9942,1094.08333333333
"Madre de Dios",2012,10,16398,1094.08333333333
"Madre de Dios",2012,15,16397,1094.08333333333
"Madre de Dios",2012,20,16397,1094.08333333333
"Madre de Dios",2012,25,16395,1094.08333333333
"Madre de Dios",2012,30,16394,1094.08333333333
"Madre de Dios",2012,50,16376,1094.08333333333
"Madre de Dios",2012,75,16308,1094.08333333333
"Moquegua",2000,10,0,0
"Moquegua",2000,15,0,0
"Moquegua",2000,20,0,0
"Moquegua",2000,25,0,0
"Moquegua",2000,30,0,0
"Moquegua",2000,50,0,0
"Moquegua",2000,75,0,0
"Moquegua",2001,10,0,0.416666666666667
"Moquegua",2001,15,0,0.416666666666667
"Moquegua",2001,20,0,0.416666666666667
"Moquegua",2001,25,0,0.416666666666667
"Moquegua",2001,30,0,0.416666666666667
"Moquegua",2001,50,0,0.416666666666667
"Moquegua",2001,75,0,0.416666666666667
"Moquegua",2002,10,0,0.416666666666667
"Moquegua",2002,15,0,0.416666666666667
"Moquegua",2002,20,0,0.416666666666667
"Moquegua",2002,25,0,0.416666666666667
"Moquegua",2002,30,0,0.416666666666667
"Moquegua",2002,50,0,0.416666666666667
"Moquegua",2002,75,0,0.416666666666667
"Moquegua",2003,10,2,0.416666666666667
"Moquegua",2003,15,2,0.416666666666667
"Moquegua",2003,20,2,0.416666666666667
"Moquegua",2003,25,2,0.416666666666667
"Moquegua",2003,30,2,0.416666666666667
"Moquegua",2003,50,2,0.416666666666667
"Moquegua",2003,75,1,0.416666666666667
"Moquegua",2004,10,0,0.416666666666667
"Moquegua",2004,15,0,0.416666666666667
"Moquegua",2004,20,0,0.416666666666667
"Moquegua",2004,25,0,0.416666666666667
"Moquegua",2004,30,0,0.416666666666667
"Moquegua",2004,50,0,0.416666666666667
"Moquegua",2004,75,0,0.416666666666667
"Moquegua",2005,10,0,0.416666666666667
"Moquegua",2005,15,0,0.416666666666667
"Moquegua",2005,20,0,0.416666666666667
"Moquegua",2005,25,0,0.416666666666667
"Moquegua",2005,30,0,0.416666666666667
"Moquegua",2005,50,0,0.416666666666667
"Moquegua",2005,75,0,0.416666666666667
"Moquegua",2006,10,0,0.416666666666667
"Moquegua",2006,15,0,0.416666666666667
"Moquegua",2006,20,0,0.416666666666667
"Moquegua",2006,25,0,0.416666666666667
"Moquegua",2006,30,0,0.416666666666667
"Moquegua",2006,50,0,0.416666666666667
"Moquegua",2006,75,0,0.416666666666667
"Moquegua",2007,10,0,0.416666666666667
"Moquegua",2007,15,0,0.416666666666667
"Moquegua",2007,20,0,0.416666666666667
"Moquegua",2007,25,0,0.416666666666667
"Moquegua",2007,30,0,0.416666666666667
"Moquegua",2007,50,0,0.416666666666667
"Moquegua",2007,75,0,0.416666666666667
"Moquegua",2008,10,0,0.416666666666667
"Moquegua",2008,15,0,0.416666666666667
"Moquegua",2008,20,0,0.416666666666667
"Moquegua",2008,25,0,0.416666666666667
"Moquegua",2008,30,0,0.416666666666667
"Moquegua",2008,50,0,0.416666666666667
"Moquegua",2008,75,0,0.416666666666667
"Moquegua",2009,10,0,0.416666666666667
"Moquegua",2009,15,0,0.416666666666667
"Moquegua",2009,20,0,0.416666666666667
"Moquegua",2009,25,0,0.416666666666667
"Moquegua",2009,30,0,0.416666666666667
"Moquegua",2009,50,0,0.416666666666667
"Moquegua",2009,75,0,0.416666666666667
"Moquegua",2010,10,2,0.416666666666667
"Moquegua",2010,15,2,0.416666666666667
"Moquegua",2010,20,2,0.416666666666667
"Moquegua",2010,25,2,0.416666666666667
"Moquegua",2010,30,2,0.416666666666667
"Moquegua",2010,50,0,0.416666666666667
"Moquegua",2010,75,0,0.416666666666667
"Moquegua",2011,10,0,0.416666666666667
"Moquegua",2011,15,0,0.416666666666667
"Moquegua",2011,20,0,0.416666666666667
"Moquegua",2011,25,0,0.416666666666667
"Moquegua",2011,30,0,0.416666666666667
"Moquegua",2011,50,0,0.416666666666667
"Moquegua",2011,75,0,0.416666666666667
"Moquegua",2012,10,0,0.416666666666667
"Moquegua",2012,15,0,0.416666666666667
"Moquegua",2012,20,0,0.416666666666667
"Moquegua",2012,25,0,0.416666666666667
"Moquegua",2012,30,0,0.416666666666667
"Moquegua",2012,50,0,0.416666666666667
"Moquegua",2012,75,0,0.416666666666667
"Pasco",2000,10,0,0
"Pasco",2000,15,0,0
"Pasco",2000,20,0,0
"Pasco",2000,25,0,0
"Pasco",2000,30,0,0
"Pasco",2000,50,0,0
"Pasco",2000,75,0,0
"Pasco",2001,10,3692,675
"Pasco",2001,15,3690,675
"Pasco",2001,20,3689,675
"Pasco",2001,25,3688,675
"Pasco",2001,30,3688,675
"Pasco",2001,50,3677,675
"Pasco",2001,75,3658,675
"Pasco",2002,10,3691,675
"Pasco",2002,15,3690,675
"Pasco",2002,20,3689,675
"Pasco",2002,25,3688,675
"Pasco",2002,30,3688,675
"Pasco",2002,50,3679,675
"Pasco",2002,75,3651,675
"Pasco",2003,10,3451,675
"Pasco",2003,15,3451,675
"Pasco",2003,20,3450,675
"Pasco",2003,25,3450,675
"Pasco",2003,30,3450,675
"Pasco",2003,50,3445,675
"Pasco",2003,75,3422,675
"Pasco",2004,10,4152,675
"Pasco",2004,15,4151,675
"Pasco",2004,20,4151,675
"Pasco",2004,25,4151,675
"Pasco",2004,30,4150,675
"Pasco",2004,50,4144,675
"Pasco",2004,75,4121,675
"Pasco",2005,10,7373,675
"Pasco",2005,15,7372,675
"Pasco",2005,20,7369,675
"Pasco",2005,25,7368,675
"Pasco",2005,30,7366,675
"Pasco",2005,50,7348,675
"Pasco",2005,75,7282,675
"Pasco",2006,10,5167,675
"Pasco",2006,15,5166,675
"Pasco",2006,20,5166,675
"Pasco",2006,25,5166,675
"Pasco",2006,30,5164,675
"Pasco",2006,50,5155,675
"Pasco",2006,75,5127,675
"Pasco",2007,10,3210,675
"Pasco",2007,15,3210,675
"Pasco",2007,20,3209,675
"Pasco",2007,25,3209,675
"Pasco",2007,30,3208,675
"Pasco",2007,50,3196,675
"Pasco",2007,75,3170,675
"Pasco",2008,10,4241,675
"Pasco",2008,15,4241,675
"Pasco",2008,20,4240,675
"Pasco",2008,25,4239,675
"Pasco",2008,30,4238,675
"Pasco",2008,50,4230,675
"Pasco",2008,75,4204,675
"Pasco",2009,10,7494,675
"Pasco",2009,15,7494,675
"Pasco",2009,20,7493,675
"Pasco",2009,25,7492,675
"Pasco",2009,30,7491,675
"Pasco",2009,50,7480,675
"Pasco",2009,75,7439,675
"Pasco",2010,10,6645,675
"Pasco",2010,15,6644,675
"Pasco",2010,20,6643,675
"Pasco",2010,25,6642,675
"Pasco",2010,30,6641,675
"Pasco",2010,50,6630,675
"Pasco",2010,75,6594,675
"Pasco",2011,10,6274,675
"Pasco",2011,15,6273,675
"Pasco",2011,20,6273,675
"Pasco",2011,25,6272,675
"Pasco",2011,30,6271,675
"Pasco",2011,50,6260,675
"Pasco",2011,75,6234,675
"Pasco",2012,10,11110,675
"Pasco",2012,15,11109,675
"Pasco",2012,20,11108,675
"Pasco",2012,25,11107,675
"Pasco",2012,30,11104,675
"Pasco",2012,50,11085,675
"Pasco",2012,75,11019,675
"Piura",2000,10,0,0
"Piura",2000,15,0,0
"Piura",2000,20,0,0
"Piura",2000,25,0,0
"Piura",2000,30,0,0
"Piura",2000,50,0,0
"Piura",2000,75,0,0
"Piura",2001,10,786,153.916666666667
"Piura",2001,15,778,153.916666666667
"Piura",2001,20,769,153.916666666667
"Piura",2001,25,761,153.916666666667
"Piura",2001,30,753,153.916666666667
"Piura",2001,50,661,153.916666666667
"Piura",2001,75,544,153.916666666667
"Piura",2002,10,1125,153.916666666667
"Piura",2002,15,1115,153.916666666667
"Piura",2002,20,1099,153.916666666667
"Piura",2002,25,1086,153.916666666667
"Piura",2002,30,1074,153.916666666667
"Piura",2002,50,866,153.916666666667
"Piura",2002,75,629,153.916666666667
"Piura",2003,10,825,153.916666666667
"Piura",2003,15,815,153.916666666667
"Piura",2003,20,800,153.916666666667
"Piura",2003,25,791,153.916666666667
"Piura",2003,30,781,153.916666666667
"Piura",2003,50,634,153.916666666667
"Piura",2003,75,432,153.916666666667
"Piura",2004,10,956,153.916666666667
"Piura",2004,15,949,153.916666666667
"Piura",2004,20,936,153.916666666667
"Piura",2004,25,926,153.916666666667
"Piura",2004,30,917,153.916666666667
"Piura",2004,50,766,153.916666666667
"Piura",2004,75,528,153.916666666667
"Piura",2005,10,936,153.916666666667
"Piura",2005,15,932,153.916666666667
"Piura",2005,20,927,153.916666666667
"Piura",2005,25,922,153.916666666667
"Piura",2005,30,917,153.916666666667
"Piura",2005,50,837,153.916666666667
"Piura",2005,75,667,153.916666666667
"Piura",2006,10,1472,153.916666666667
"Piura",2006,15,1467,153.916666666667
"Piura",2006,20,1460,153.916666666667
"Piura",2006,25,1453,153.916666666667
"Piura",2006,30,1446,153.916666666667
"Piura",2006,50,1321,153.916666666667
"Piura",2006,75,1039,153.916666666667
"Piura",2007,10,619,153.916666666667
"Piura",2007,15,612,153.916666666667
"Piura",2007,20,607,153.916666666667
"Piura",2007,25,600,153.916666666667
"Piura",2007,30,595,153.916666666667
"Piura",2007,50,489,153.916666666667
"Piura",2007,75,346,153.916666666667
"Piura",2008,10,1004,153.916666666667
"Piura",2008,15,996,153.916666666667
"Piura",2008,20,985,153.916666666667
"Piura",2008,25,976,153.916666666667
"Piura",2008,30,967,153.916666666667
"Piura",2008,50,821,153.916666666667
"Piura",2008,75,571,153.916666666667
"Piura",2009,10,886,153.916666666667
"Piura",2009,15,877,153.916666666667
"Piura",2009,20,864,153.916666666667
"Piura",2009,25,853,153.916666666667
"Piura",2009,30,842,153.916666666667
"Piura",2009,50,696,153.916666666667
"Piura",2009,75,455,153.916666666667
"Piura",2010,10,410,153.916666666667
"Piura",2010,15,407,153.916666666667
"Piura",2010,20,405,153.916666666667
"Piura",2010,25,403,153.916666666667
"Piura",2010,30,401,153.916666666667
"Piura",2010,50,358,153.916666666667
"Piura",2010,75,276,153.916666666667
"Piura",2011,10,411,153.916666666667
"Piura",2011,15,408,153.916666666667
"Piura",2011,20,405,153.916666666667
"Piura",2011,25,401,153.916666666667
"Piura",2011,30,398,153.916666666667
"Piura",2011,50,356,153.916666666667
"Piura",2011,75,282,153.916666666667
"Piura",2012,10,1312,153.916666666667
"Piura",2012,15,1308,153.916666666667
"Piura",2012,20,1301,153.916666666667
"Piura",2012,25,1296,153.916666666667
"Piura",2012,30,1290,153.916666666667
"Piura",2012,50,1181,153.916666666667
"Piura",2012,75,933,153.916666666667
"Puno",2000,10,0,0
"Puno",2000,15,0,0
"Puno",2000,20,0,0
"Puno",2000,25,0,0
"Puno",2000,30,0,0
"Puno",2000,50,0,0
"Puno",2000,75,0,0
"Puno",2001,10,907,131.583333333333
"Puno",2001,15,905,131.583333333333
"Puno",2001,20,902,131.583333333333
"Puno",2001,25,899,131.583333333333
"Puno",2001,30,898,131.583333333333
"Puno",2001,50,874,131.583333333333
"Puno",2001,75,843,131.583333333333
"Puno",2002,10,617,131.583333333333
"Puno",2002,15,617,131.583333333333
"Puno",2002,20,616,131.583333333333
"Puno",2002,25,615,131.583333333333
"Puno",2002,30,615,131.583333333333
"Puno",2002,50,604,131.583333333333
"Puno",2002,75,587,131.583333333333
"Puno",2003,10,623,131.583333333333
"Puno",2003,15,623,131.583333333333
"Puno",2003,20,622,131.583333333333
"Puno",2003,25,622,131.583333333333
"Puno",2003,30,622,131.583333333333
"Puno",2003,50,615,131.583333333333
"Puno",2003,75,601,131.583333333333
"Puno",2004,10,727,131.583333333333
"Puno",2004,15,726,131.583333333333
"Puno",2004,20,726,131.583333333333
"Puno",2004,25,724,131.583333333333
"Puno",2004,30,724,131.583333333333
"Puno",2004,50,714,131.583333333333
"Puno",2004,75,686,131.583333333333
"Puno",2005,10,1173,131.583333333333
"Puno",2005,15,1173,131.583333333333
"Puno",2005,20,1171,131.583333333333
"Puno",2005,25,1170,131.583333333333
"Puno",2005,30,1170,131.583333333333
"Puno",2005,50,1160,131.583333333333
"Puno",2005,75,1137,131.583333333333
"Puno",2006,10,796,131.583333333333
"Puno",2006,15,796,131.583333333333
"Puno",2006,20,795,131.583333333333
"Puno",2006,25,795,131.583333333333
"Puno",2006,30,794,131.583333333333
"Puno",2006,50,787,131.583333333333
"Puno",2006,75,768,131.583333333333
"Puno",2007,10,1049,131.583333333333
"Puno",2007,15,1048,131.583333333333
"Puno",2007,20,1046,131.583333333333
"Puno",2007,25,1046,131.583333333333
"Puno",2007,30,1045,131.583333333333
"Puno",2007,50,1034,131.583333333333
"Puno",2007,75,1010,131.583333333333
"Puno",2008,10,1159,131.583333333333
"Puno",2008,15,1158,131.583333333333
"Puno",2008,20,1157,131.583333333333
"Puno",2008,25,1157,131.583333333333
"Puno",2008,30,1156,131.583333333333
"Puno",2008,50,1148,131.583333333333
"Puno",2008,75,1123,131.583333333333
"Puno",2009,10,662,131.583333333333
"Puno",2009,15,661,131.583333333333
"Puno",2009,20,661,131.583333333333
"Puno",2009,25,660,131.583333333333
"Puno",2009,30,660,131.583333333333
"Puno",2009,50,654,131.583333333333
"Puno",2009,75,635,131.583333333333
"Puno",2010,10,1851,131.583333333333
"Puno",2010,15,1851,131.583333333333
"Puno",2010,20,1850,131.583333333333
"Puno",2010,25,1849,131.583333333333
"Puno",2010,30,1849,131.583333333333
"Puno",2010,50,1838,131.583333333333
"Puno",2010,75,1811,131.583333333333
"Puno",2011,10,811,131.583333333333
"Puno",2011,15,810,131.583333333333
"Puno",2011,20,810,131.583333333333
"Puno",2011,25,809,131.583333333333
"Puno",2011,30,809,131.583333333333
"Puno",2011,50,802,131.583333333333
"Puno",2011,75,789,131.583333333333
"Puno",2012,10,1182,131.583333333333
"Puno",2012,15,1182,131.583333333333
"Puno",2012,20,1181,131.583333333333
"Puno",2012,25,1181,131.583333333333
"Puno",2012,30,1180,131.583333333333
"Puno",2012,50,1168,131.583333333333
"Puno",2012,75,1147,131.583333333333
"San Mart\u00edn",2000,10,0,0
"San Mart\u00edn",2000,15,0,0
"San Mart\u00edn",2000,20,0,0
"San Mart\u00edn",2000,25,0,0
"San Mart\u00edn",2000,30,0,0
"San Mart\u00edn",2000,50,0,0
"San Mart\u00edn",2000,75,0,0
"San Mart\u00edn",2001,10,17008,1661.41666666667
"San Mart\u00edn",2001,15,17006,1661.41666666667
"San Mart\u00edn",2001,20,17004,1661.41666666667
"San Mart\u00edn",2001,25,17002,1661.41666666667
"San Mart\u00edn",2001,30,16999,1661.41666666667
"San Mart\u00edn",2001,50,16956,1661.41666666667
"San Mart\u00edn",2001,75,16768,1661.41666666667
"San Mart\u00edn",2002,10,20651,1661.41666666667
"San Mart\u00edn",2002,15,20647,1661.41666666667
"San Mart\u00edn",2002,20,20642,1661.41666666667
"San Mart\u00edn",2002,25,20639,1661.41666666667
"San Mart\u00edn",2002,30,20635,1661.41666666667
"San Mart\u00edn",2002,50,20555,1661.41666666667
"San Mart\u00edn",2002,75,20250,1661.41666666667
"San Mart\u00edn",2003,10,15118,1661.41666666667
"San Mart\u00edn",2003,15,15117,1661.41666666667
"San Mart\u00edn",2003,20,15116,1661.41666666667
"San Mart\u00edn",2003,25,15114,1661.41666666667
"San Mart\u00edn",2003,30,15112,1661.41666666667
"San Mart\u00edn",2003,50,15086,1661.41666666667
"San Mart\u00edn",2003,75,14934,1661.41666666667
"San Mart\u00edn",2004,10,25252,1661.41666666667
"San Mart\u00edn",2004,15,25250,1661.41666666667
"San Mart\u00edn",2004,20,25246,1661.41666666667
"San Mart\u00edn",2004,25,25243,1661.41666666667
"San Mart\u00edn",2004,30,25238,1661.41666666667
"San Mart\u00edn",2004,50,25166,1661.41666666667
"San Mart\u00edn",2004,75,24885,1661.41666666667
"San Mart\u00edn",2005,10,37585,1661.41666666667
"San Mart\u00edn",2005,15,37580,1661.41666666667
"San Mart\u00edn",2005,20,37571,1661.41666666667
"San Mart\u00edn",2005,25,37563,1661.41666666667
"San Mart\u00edn",2005,30,37553,1661.41666666667
"San Mart\u00edn",2005,50,37398,1661.41666666667
"San Mart\u00edn",2005,75,36795,1661.41666666667
"San Mart\u00edn",2006,10,16924,1661.41666666667
"San Mart\u00edn",2006,15,16922,1661.41666666667
"San Mart\u00edn",2006,20,16921,1661.41666666667
"San Mart\u00edn",2006,25,16920,1661.41666666667
"San Mart\u00edn",2006,30,16919,1661.41666666667
"San Mart\u00edn",2006,50,16897,1661.41666666667
"San Mart\u00edn",2006,75,16787,1661.41666666667
"San Mart\u00edn",2007,10,38912,1661.41666666667
"San Mart\u00edn",2007,15,38910,1661.41666666667
"San Mart\u00edn",2007,20,38905,1661.41666666667
"San Mart\u00edn",2007,25,38902,1661.41666666667
"San Mart\u00edn",2007,30,38897,1661.41666666667
"San Mart\u00edn",2007,50,38815,1661.41666666667
"San Mart\u00edn",2007,75,38471,1661.41666666667
"San Mart\u00edn",2008,10,19643,1661.41666666667
"San Mart\u00edn",2008,15,19642,1661.41666666667
"San Mart\u00edn",2008,20,19640,1661.41666666667
"San Mart\u00edn",2008,25,19638,1661.41666666667
"San Mart\u00edn",2008,30,19637,1661.41666666667
"San Mart\u00edn",2008,50,19602,1661.41666666667
"San Mart\u00edn",2008,75,19478,1661.41666666667
"San Mart\u00edn",2009,10,44991,1661.41666666667
"San Mart\u00edn",2009,15,44985,1661.41666666667
"San Mart\u00edn",2009,20,44979,1661.41666666667
"San Mart\u00edn",2009,25,44971,1661.41666666667
"San Mart\u00edn",2009,30,44962,1661.41666666667
"San Mart\u00edn",2009,50,44840,1661.41666666667
"San Mart\u00edn",2009,75,44321,1661.41666666667
"San Mart\u00edn",2010,10,34813,1661.41666666667
"San Mart\u00edn",2010,15,34809,1661.41666666667
"San Mart\u00edn",2010,20,34803,1661.41666666667
"San Mart\u00edn",2010,25,34798,1661.41666666667
"San Mart\u00edn",2010,30,34791,1661.41666666667
"San Mart\u00edn",2010,50,34672,1661.41666666667
"San Mart\u00edn",2010,75,34335,1661.41666666667
"San Mart\u00edn",2011,10,23260,1661.41666666667
"San Mart\u00edn",2011,15,23257,1661.41666666667
"San Mart\u00edn",2011,20,23254,1661.41666666667
"San Mart\u00edn",2011,25,23251,1661.41666666667
"San Mart\u00edn",2011,30,23246,1661.41666666667
"San Mart\u00edn",2011,50,23174,1661.41666666667
"San Mart\u00edn",2011,75,22924,1661.41666666667
"San Mart\u00edn",2012,10,59519,1661.41666666667
"San Mart\u00edn",2012,15,59507,1661.41666666667
